"Transfer ID","TitleID","Title","Transfer Type","Relevant Task","Donor Surface","Surface Type","Donor Surface Contamination","Surface Loading Cat","SurfLoadBIo","SurfLoadSolLiq","Contamination  Units","Time Since Application","TimeSinceAppCat","TimeSinceAppBIO","TimeSinceAppLiq","Receiver","Contact Surface Area","Applied Contact Pressure","Type of Contact","Duration of Contact","Number of Contacts","Number of contacts Cat","Moistness of hand","MoistCat","Efficiency type","Substance ID","Number of Observations","Transfer Efficiency","Range of Efficiencies","Standard Deviation","Transfer Efficiency Source","Notes"
571,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.001618,"0.0002 - 0.002 mg/cm20.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,57,1,0.106,NA,NA,1,"Assumes entire surface area of palm exposed."
572,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00142,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,57,1,0.023,NA,NA,1,"Assumes entire surface area of palm exposed."
573,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00142,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,57,1,0.033,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
574,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00142,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,57,1,0.044,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
575,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000742,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,57,1,0.044,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
576,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000742,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,57,1,0.014,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
577,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0291,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,1.58,NA,NA,1,"Assumes entire surface area of palm exposed."
578,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0291,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.46,NA,NA,1,"Assumes entire surface area of palm exposed."
579,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0291,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,1.87,NA,NA,1,"Assumes entire surface area of palm exposed."
580,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0365,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,1.61,NA,NA,1,"Assumes entire surface area of palm exposed."
581,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0365,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,4.04,NA,NA,1,"Assumes entire surface area of palm exposed."
582,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0365,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.9,NA,NA,1,"Assumes entire surface area of palm exposed."
583,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0541,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,1.25,NA,NA,1,"Assumes entire surface area of palm exposed."
584,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0541,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,1.39,NA,NA,1,"Assumes entire surface area of palm exposed."
585,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0541,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.08,NA,NA,1,"Assumes entire surface area of palm exposed."
586,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0484,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,0.94,NA,NA,1,"Assumes entire surface area of palm exposed."
587,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0484,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,2.76,NA,NA,1,"Assumes entire surface area of palm exposed."
588,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0484,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,0.97,NA,NA,1,"Assumes entire surface area of palm exposed."
589,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.452,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,0.96,NA,NA,1,"Assumes entire surface area of palm exposed."
590,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.452,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.9,NA,NA,1,"Assumes entire surface area of palm exposed."
591,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.452,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.7,NA,NA,1,"Assumes entire surface area of palm exposed."
592,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0616,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,1.4,NA,NA,1,"Assumes entire surface area of palm exposed."
593,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0616,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,2.81,NA,NA,1,"Assumes entire surface area of palm exposed."
594,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0616,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,2.81,NA,NA,1,"Assumes entire surface area of palm exposed."
595,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0472,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,1.5,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
596,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0472,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
597,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0472,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,3.54,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
598,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0258,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,56,1,2.53,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
599,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.0258,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,56,1,2.29,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
600,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000171,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,1.69,NA,NA,1,"Assumes entire surface area of palm exposed."
601,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000171,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.3,NA,NA,1,"Assumes entire surface area of palm exposed."
602,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000171,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,2.99,NA,NA,1,"Assumes entire surface area of palm exposed."
603,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00018,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,4.1,NA,NA,1,"Assumes entire surface area of palm exposed."
604,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00018,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,5.84,NA,NA,1,"Assumes entire surface area of palm exposed."
605,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.00018,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,6.8,NA,NA,1,"Assumes entire surface area of palm exposed."
606,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000168,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,5.46,NA,NA,1,"Assumes entire surface area of palm exposed."
607,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000168,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.09,NA,NA,1,"Assumes entire surface area of palm exposed."
608,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000168,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,4.52,NA,NA,1,"Assumes entire surface area of palm exposed."
609,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000161,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,2.42,NA,NA,1,"Assumes entire surface area of palm exposed."
610,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000161,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.29,NA,NA,1,"Assumes entire surface area of palm exposed."
611,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000161,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,2.72,NA,NA,1,"Assumes entire surface area of palm exposed."
612,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000132,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,1.56,NA,NA,1,"Assumes entire surface area of palm exposed."
613,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000132,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,5.27,NA,NA,1,"Assumes entire surface area of palm exposed."
614,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000132,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,4.36,NA,NA,1,"Assumes entire surface area of palm exposed."
615,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000156,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,2.36,NA,NA,1,"Assumes entire surface area of palm exposed."
616,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000156,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.33,NA,NA,1,"Assumes entire surface area of palm exposed."
617,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",0.000156,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.67,NA,NA,1,"Assumes entire surface area of palm exposed."
618,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",4.51e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,1.74,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
619,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",4.51e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,5.12,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
620,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",4.51e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,5.68,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
621,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",2.07e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Dry","Dry",1,58,1,3.31,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
622,26,"Dermal Transfer Efficiency of Pesticides from Turf Grass to Dry and Wetted Palms",2,NA,"Grass","Grass",2.07e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",1440,">12 hours",NA,">12 hours","Hand",79,1,1,1,1,"1","Wet","Wet",1,58,1,3.95,NA,NA,1,"transfer after 0.5 inches of rain. Assumes entire surface area of palm exposed."
623,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.005456,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,2.04,NA,NA,1,"Assumes entire surface area of palm exposed."
624,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.005456,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,6.74,NA,NA,1,"Assumes entire surface area of palm exposed."
625,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.005456,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,1.81,NA,NA,1,"Assumes entire surface area of palm exposed."
626,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003167,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,1.65,NA,NA,1,"Assumes entire surface area of palm exposed."
627,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003167,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,7.97,NA,NA,1,"Assumes entire surface area of palm exposed."
628,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003167,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,4.9,NA,NA,1,"Assumes entire surface area of palm exposed."
629,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003769,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,0.83,NA,NA,1,"Assumes entire surface area of palm exposed."
630,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003769,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,1.53,NA,NA,1,"Assumes entire surface area of palm exposed."
631,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003769,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,2.6,NA,NA,1,"Assumes entire surface area of palm exposed."
632,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003804,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,1.35,NA,NA,1,"Assumes entire surface area of palm exposed."
633,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003804,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,5.24,NA,NA,1,"Assumes entire surface area of palm exposed."
634,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003804,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,3.75,NA,NA,1,"Assumes entire surface area of palm exposed."
635,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.002978,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,2.62,NA,NA,1,"Assumes entire surface area of palm exposed."
636,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.002978,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,8.24,NA,NA,1,"Assumes entire surface area of palm exposed."
637,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.002978,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,59,1,9.74,NA,NA,1,"Assumes entire surface area of palm exposed."
638,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",0.003356,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Dry","Dry",1,59,1,0.71,NA,NA,1,"Assumes entire surface area of palm exposed."
